poste_technique,plan_entretien,type_travail_code,corps_metier,categorie_travail,nb_visites_preventives,frequence_observee_jours,frequence_officielle_jours,source_frequence,frequence_moyenne_jours,frequence_std_jours,nb_correctifs_total,nb_correctifs_entre_visites,taux_correctif_entre_visites,classe_frequence,frequence_actuelle_jours,frequence_recommandee_jours,cout_actuel_annuel_mad,cout_recommande_annuel_mad,economie_estimee_mad
SF01-PE-00LN-COMBUS-0HD301-SURV-PG3017,216145.0,360.0,Régulation/Instrumentation,Systématique,11,53.7,,observée,53.7,18.1,0,0,0.0,Adéquat,53.7,53.7,653.0,653.0,0.0
SF01-PE-00LN-COMBUS-0HD301-SURV-PG3710,216146.0,360.0,Régulation/Instrumentation,Systématique,11,53.7,,observée,53.7,18.0,0,0,0.0,Adéquat,53.7,53.7,653.0,653.0,0.0
SF01-PE-00LN-COMBUS-0HD301-SURV-PS3020,216376.0,360.0,Régulation/Instrumentation,Systématique,30,14.2,,observée,14.2,9.3,0,0,0.0,Trop fréquent,14.2,28.4,2468.0,1234.0,1234.0
SF01-PE-00LN-COMBUS-0HD301-SURV-PSL3010,216383.0,360.0,Régulation/Instrumentation,Systématique,31,13.7,,observée,13.7,9.6,0,0,0.0,Trop fréquent,13.7,27.4,2558.0,1279.0,1279.0
SF01-PE-00LN-COMBUS-0HD301-SURV-PSL3015,216375.0,360.0,Régulation/Instrumentation,Systématique,29,14.7,,observée,14.7,10.1,0,0,0.0,Trop fréquent,14.7,29.4,2384.0,1192.0,1192.0
SF01-PE-00LN-COMBUS-0HD301-SURV-TIC3017,216449.0,360.0,Régulation/Instrumentation,Systématique,4,187.7,,observée,187.7,97.7,5,1,0.33,Insuffisant,187.7,131.4,1615.0,1287.0,328.0
SF01-PE-00LN-COMBUS-0HD301-SURV-TSH3108,216403.0,360.0,Régulation/Instrumentation,Systématique,19,26.7,,observée,26.7,9.9,0,0,0.0,Adéquat,26.7,26.7,1313.0,1313.0,0.0
SF01-PE-00LN-COMBUS-0HD301-SURV-TSH3111,216451.0,360.0,Régulation/Instrumentation,Systématique,4,187.7,,observée,187.7,97.7,0,0,0.0,Adéquat,187.7,187.7,187.0,187.0,0.0
SF01-PE-00LN-COMBUS-0HD301-SURV-TSH3118,216404.0,360.0,Régulation/Instrumentation,Systématique,19,26.7,,observée,26.7,10.0,0,0,0.0,Adéquat,26.7,26.7,1313.0,1313.0,0.0
SF01-PE-00LN-COMBUS-0HD301-SURV-TSL3019,216409.0,360.0,Régulation/Instrumentation,Systématique,11,53.7,,observée,53.7,16.4,0,0,0.0,Adéquat,53.7,53.7,653.0,653.0,0.0
SF01-PE-00LN-COMBUS-0HD301-SURV-TSL3111,216398.0,360.0,Régulation/Instrumentation,Systématique,19,26.7,,observée,26.7,10.4,0,0,0.0,Adéquat,26.7,26.7,1313.0,1313.0,0.0
SF01-PE-00LN-COMBUS-0HD301-SURV-XY3705,216366.0,310.0,Régulation/Instrumentation,Inspection,55,7.1,30.0,observée,7.1,6.9,0,0,0.0,Trop fréquent,7.1,14.2,4936.0,2468.0,2468.0
SF01-PE-00LN-COMBUS-0HD301-SURV-ZS3706,216400.0,360.0,Régulation/Instrumentation,Systématique,30,14.2,,observée,14.2,8.9,1,1,0.03,Adéquat,14.2,14.2,4185.0,4185.0,0.0
SF01-PE-00LN-COMBUS-0HD301-SURV-ZT3403,216395.0,360.0,Régulation/Instrumentation,Systématique,19,26.7,,observée,26.7,13.6,0,0,0.0,Adéquat,26.7,26.7,1313.0,1313.0,0.0
SF01-PE-00LN-COMBUS-0HD301-SURV-ZT3404,216393.0,360.0,Régulation/Instrumentation,Systématique,7,89.7,,observée,89.7,15.7,0,0,0.0,Adéquat,89.7,89.7,391.0,391.0,0.0
SF01-PE-00LN-FILTRA-0F1500,54454.0,290.0,Mécanique,Inspection,22,27.3,730.0,observée,27.3,7.0,2,1,0.05,Adéquat,27.3,27.3,2772.0,2772.0,0.0
SF01-PE-00LN-FILTRA-0F1500,54455.0,290.0,Mécanique,Inspection,22,27.3,730.0,observée,27.3,7.0,2,1,0.05,Adéquat,27.3,27.3,2772.0,2772.0,0.0
SF01-PE-00LN-FILTRA-0F1500-SURV,54456.0,360.0,Régulation/Instrumentation,Systématique,15,29.0,90.0,observée,29.0,20.9,0,0,0.0,Adéquat,29.0,29.0,1208.0,1208.0,0.0
SF01-PE-00LN-FILTRA-0F1500-SURV-EV,216258.0,360.0,Régulation/Instrumentation,Systématique,19,26.7,,observée,26.7,12.2,0,0,0.0,Adéquat,26.7,26.7,1313.0,1313.0,0.0
SF01-PE-00LN-FILTRA-0F1500-SURV-PI,216137.0,360.0,Régulation/Instrumentation,Systématique,4,182.0,,observée,182.0,69.4,0,0,0.0,Adéquat,182.0,182.0,193.0,193.0,0.0
SF01-PE-00LN-FILTRA-0F1500-SURV-SQ,216264.0,360.0,Régulation/Instrumentation,Systématique,19,26.7,,observée,26.7,10.1,0,0,0.0,Adéquat,26.7,26.7,1313.0,1313.0,0.0
SF01-PE-00LN-GRANUL-0HB139,54864.0,360.0,Mécanique,Systématique,3,269.5,730.0,observée,269.5,53.5,134,2,1.0,Insuffisant,269.5,188.6,3145.0,2339.0,806.0
SF01-PE-00LN-GRANUL-0HB139,54866.0,310.0,Mécanique,Inspection,4,123.3,730.0,observée,123.3,87.6,134,2,0.67,Insuffisant,123.3,86.3,4700.0,3560.0,1140.0
SF01-PE-00LN-GRANUL-0HB139,54868.0,360.0,Mécanique,Systématique,4,151.7,730.0,observée,151.7,106.3,134,2,0.67,Insuffisant,151.7,106.2,3820.0,2894.0,926.0
SF01-PE-00LN-GRANUL-0HB139,54869.0,360.0,Mécanique,Systématique,3,269.5,730.0,observée,269.5,53.5,134,2,1.0,Insuffisant,269.5,188.6,3145.0,2339.0,806.0
SF01-PE-00LN-GRANUL-0HB139,54882.0,360.0,Mécanique,Systématique,3,185.0,730.0,observée,185.0,31.0,134,2,1.0,Insuffisant,185.0,129.5,4582.0,3408.0,1174.0
SF01-PE-00LN-GRANUL-0HB139,54898.0,290.0,Mécanique,Inspection,4,120.0,730.0,observée,120.0,89.3,134,2,0.67,Insuffisant,120.0,84.0,4829.0,3658.0,1171.0
SF01-PE-00LN-GRANUL-0HB139,54899.0,290.0,Mécanique,Inspection,4,120.0,730.0,observée,120.0,84.1,134,2,0.67,Insuffisant,120.0,84.0,4829.0,3658.0,1171.0
SF01-PE-00LN-GRANUL-0HB139,54900.0,350.0,Mécanique,Graissage,360,2.1,730.0,observée,2.1,1.7,134,79,0.22,Insuffisant,2.1,1.5,101816.0,84646.0,17170.0
SF01-PE-00LN-GRANUL-0HB139,54901.0,310.0,Mécanique,Inspection,19,8.9,730.0,observée,8.9,8.1,134,14,0.78,Insuffisant,8.9,6.2,75153.0,56493.0,18660.0
SF01-PE-00LN-GRANUL-0HB139,54901.0,350.0,Mécanique,Graissage,88,6.9,730.0,observée,6.9,1.4,134,40,0.46,Insuffisant,6.9,4.8,59251.0,45950.0,13301.0
SF01-PE-00LN-GRANUL-0HB139,54902.0,350.0,Mécanique,Graissage,14,53.3,730.0,observée,53.3,12.1,134,11,0.85,Insuffisant,53.3,37.3,13616.0,10195.0,3421.0
SF01-PE-00LN-GRANUL-0HB139,54903.0,350.0,Mécanique,Graissage,14,53.3,730.0,observée,53.3,12.1,134,11,0.85,Insuffisant,53.3,37.3,13616.0,10195.0,3421.0
SF01-PE-00LN-GRANUL-0HB139,54904.0,350.0,Mécanique,Graissage,14,53.3,730.0,observée,53.3,12.1,134,11,0.85,Insuffisant,53.3,37.3,13616.0,10195.0,3421.0
SF01-PE-00LN-GRANUL-0HB139,54905.0,350.0,Mécanique,Graissage,257,2.3,730.0,observée,2.3,2.2,134,74,0.29,Insuffisant,2.3,1.6,117693.0,94950.0,22743.0
SF01-PE-00LN-GRANUL-0HB139,54906.0,310.0,Mécanique,Inspection,3,228.5,730.0,observée,228.5,104.5,134,2,1.0,Insuffisant,228.5,159.9,3710.0,2759.0,950.0
SF01-PE-00LN-GRANUL-0HB139,54907.0,350.0,Mécanique,Graissage,3,228.5,730.0,observée,228.5,104.5,134,2,1.0,Insuffisant,228.5,159.9,3710.0,2759.0,950.0
SF01-PE-00LN-GRANUL-0HB139-SURV-B139,216229.0,360.0,Régulation/Instrumentation,Systématique,4,174.7,,observée,174.7,110.7,0,0,0.0,Adéquat,174.7,174.7,201.0,201.0,0.0
SF01-PE-00LN-GRANUL-0HB139-SURV-PG139,216142.0,360.0,Régulation/Instrumentation,Systématique,4,182.0,,observée,182.0,104.5,1,1,0.33,Insuffisant,182.0,127.4,1666.0,1327.0,338.0
SF01-PE-00LN-LAVAGE-0AG101,216032.0,360.0,Régulation/Instrumentation,Systématique,31,13.7,,observée,13.7,9.1,0,0,0.0,Trop fréquent,13.7,27.4,2558.0,1279.0,1279.0
SF01-PE-00LN-LAVAGE-0AG107,216034.0,360.0,Régulation/Instrumentation,Systématique,31,13.7,,observée,13.7,7.7,1,0,0.0,Trop fréquent,13.7,27.4,2558.0,1279.0,1279.0
SF01-PE-00LN-LAVAGE-0TS101-SURV-FT1107,216078.0,360.0,Régulation/Instrumentation,Systématique,5,121.0,,observée,121.0,45.3,0,0,0.0,Adéquat,121.0,121.0,290.0,290.0,0.0
SF01-PE-00LN-LAVAGE-0TS101-SURV-LT1390,216105.0,360.0,Régulation/Instrumentation,Systématique,3,167.5,,observée,167.5,14.5,0,0,0.0,Adéquat,167.5,167.5,209.0,209.0,0.0
SF01-PE-00LN-LAVAGE-0TS101-SURV-PI1310,216160.0,360.0,Régulation/Instrumentation,Systématique,3,167.5,,observée,167.5,14.5,0,0,0.0,Adéquat,167.5,167.5,209.0,209.0,0.0
SF01-PE-00LN-LAVAGE-0TS101-SURV-PI1310,216442.0,360.0,Régulation/Instrumentation,Systématique,4,163.7,,observée,163.7,13.0,0,0,0.0,Adéquat,163.7,163.7,214.0,214.0,0.0
SF01-PE-00LN-LAVAGE-0TS101-SURV-PT1310,216124.0,360.0,Régulation/Instrumentation,Systématique,6,109.2,,observée,109.2,64.0,0,0,0.0,Adéquat,109.2,109.2,321.0,321.0,0.0
SF01-PE-00LN-LAVAGE-0TS105-SURV-FT1105,216077.0,360.0,Régulation/Instrumentation,Systématique,3,167.5,,observée,167.5,14.5,0,0,0.0,Adéquat,167.5,167.5,209.0,209.0,0.0
SF01-PE-00LN-LAVAGE-0TS105-SURV-LT1290,216104.0,360.0,Régulation/Instrumentation,Systématique,3,167.5,,observée,167.5,14.5,0,0,0.0,Adéquat,167.5,167.5,209.0,209.0,0.0
SF01-PE-00LN-LAVAGE-0TS105-SURV-PI1210,216159.0,360.0,Régulation/Instrumentation,Systématique,4,176.0,,observée,176.0,60.6,0,0,0.0,Adéquat,176.0,176.0,199.0,199.0,0.0
SF01-PE-00LN-LAVAGE-0TS105-SURV-PI1210,216441.0,360.0,Régulation/Instrumentation,Systématique,4,163.7,,observée,163.7,13.0,0,0,0.0,Adéquat,163.7,163.7,214.0,214.0,0.0
SF01-PE-00LN-LAVAGE-0TS105-SURV-PT1210,216123.0,360.0,Régulation/Instrumentation,Systématique,6,109.2,,observée,109.2,64.0,0,0,0.0,Adéquat,109.2,109.2,321.0,321.0,0.0
SF01-PE-00LN-LAVAGE-0TS107-SURV-LT1190,216103.0,360.0,Régulation/Instrumentation,Systématique,3,167.5,,observée,167.5,14.5,0,0,0.0,Adéquat,167.5,167.5,209.0,209.0,0.0
SF01-PE-00LN-LAVAGE-0TS107-SURV-PI1110,216158.0,360.0,Régulation/Instrumentation,Systématique,3,167.5,,observée,167.5,14.5,0,0,0.0,Adéquat,167.5,167.5,209.0,209.0,0.0
SF01-PE-00LN-LAVAGE-0TS107-SURV-PI1110,216440.0,360.0,Régulation/Instrumentation,Systématique,4,134.7,,observée,134.7,47.9,0,0,0.0,Adéquat,134.7,134.7,260.0,260.0,0.0
SF01-PE-00LN-LAVAGE-0TS107-SURV-PT1110,216119.0,360.0,Régulation/Instrumentation,Systématique,6,109.2,,observée,109.2,64.0,0,0,0.0,Adéquat,109.2,109.2,321.0,321.0,0.0
SF01-PE-00LN-LAVAGE-0TS111-SURV-FT111,216079.0,360.0,Régulation/Instrumentation,Systématique,4,135.0,,observée,135.0,47.5,0,0,0.0,Adéquat,135.0,135.0,260.0,260.0,0.0
SF01-PE-00LN-LAVAGE-0TS111-SURV-LT1090,216102.0,360.0,Régulation/Instrumentation,Systématique,4,111.7,,observée,111.7,71.3,1,1,0.33,Insuffisant,111.7,78.2,2714.0,2163.0,551.0
SF01-PE-00LN-LAVAGE-0TS111-SURV-PI1010,216157.0,360.0,Régulation/Instrumentation,Systématique,3,167.5,,observée,167.5,14.5,0,0,0.0,Adéquat,167.5,167.5,209.0,209.0,0.0
SF01-PE-00LN-LAVAGE-0TS111-SURV-PI1010,216439.0,360.0,Régulation/Instrumentation,Systématique,4,134.7,,observée,134.7,47.9,0,0,0.0,Adéquat,134.7,134.7,260.0,260.0,0.0
SF01-PE-00LN-LAVAGE-0TS111-SURV-PT1010,216114.0,360.0,Régulation/Instrumentation,Systématique,6,109.2,,observée,109.2,64.0,0,0,0.0,Adéquat,109.2,109.2,321.0,321.0,0.0
SF01-PE-00LN-LAVAGE-PC101A,200000002584.0,350.0,Mécanique,Graissage,69,7.1,730.0,observée,7.1,0.9,13,9,0.13,Adéquat,7.1,7.1,19814.0,19814.0,0.0
SF01-PE-00LN-LAVAGE-PC101B,200000002585.0,350.0,Mécanique,Graissage,69,7.1,730.0,observée,7.1,0.9,0,0,0.0,Trop fréquent,7.1,14.2,4936.0,2468.0,2468.0
SF01-PE-00LN-LAVAGE-PC105A,200000002588.0,350.0,Mécanique,Graissage,69,7.1,730.0,observée,7.1,0.9,18,11,0.16,Insuffisant,7.1,5.0,23248.0,20131.0,3117.0
SF01-PE-00LN-LAVAGE-PC105B,200000002649.0,350.0,Mécanique,Graissage,69,7.1,730.0,observée,7.1,0.9,24,9,0.13,Adéquat,7.1,7.1,19814.0,19814.0,0.0
SF01-PE-00LN-LAVAGE-PC107A,200000002650.0,350.0,Mécanique,Graissage,69,7.1,730.0,observée,7.1,0.9,25,14,0.21,Insuffisant,7.1,5.0,28970.0,24219.0,4751.0
SF01-PE-00LN-LAVAGE-PC107B,200000002651.0,350.0,Mécanique,Graissage,69,7.1,730.0,observée,7.1,0.9,5,4,0.06,Adéquat,7.1,7.1,11803.0,11803.0,0.0
SF01-PE-00LN-LAVAGE-PC111A,200000002652.0,350.0,Mécanique,Graissage,69,7.1,730.0,observée,7.1,0.9,14,7,0.1,Adéquat,7.1,7.1,16381.0,16381.0,0.0
SF01-PE-00LN-LAVAGE-PC111B,200000002653.0,350.0,Mécanique,Graissage,69,7.1,730.0,observée,7.1,0.9,13,10,0.15,Adéquat,7.1,7.1,22103.0,22103.0,0.0
SF01-PE-00LN-REACTI-0CA207,54425.0,310.0,Mécanique,Inspection,4,151.0,730.0,observée,151.0,104.0,37,2,0.67,Insuffisant,151.0,105.7,3838.0,2907.0,931.0
SF01-PE-00LN-REACTI-0CA207,54426.0,310.0,Mécanique,Inspection,4,151.7,730.0,observée,151.7,63.1,37,3,1.0,Insuffisant,151.7,106.2,5588.0,4156.0,1431.0
SF01-PE-00LN-REACTI-0CA207,54431.0,350.0,Mécanique,Graissage,111,7.0,730.0,observée,7.0,1.2,37,21,0.19,Insuffisant,7.0,4.9,27062.0,22906.0,4156.0
SF01-PE-00LN-REACTI-0CA207-SURV-FIC209,216069.0,360.0,Régulation/Instrumentation,Systématique,19,26.7,,observée,26.7,11.3,1,1,0.06,Adéquat,26.7,26.7,3139.0,3139.0,0.0
SF01-PE-00LN-REACTI-0CA207-SURV-FIC222,216073.0,360.0,Régulation/Instrumentation,Systématique,7,91.0,,observée,91.0,33.2,0,0,0.0,Adéquat,91.0,91.0,385.0,385.0,0.0
SF01-PE-00LN-REACTI-0CA207-SURV-FV209,216187.0,360.0,Régulation/Instrumentation,Systématique,11,53.7,,observée,53.7,16.5,3,2,0.2,Insuffisant,53.7,37.6,3679.0,3094.0,585.0
SF01-PE-00LN-REACTI-0CA207-SURV-PI201,216162.0,360.0,Régulation/Instrumentation,Systématique,3,167.5,,observée,167.5,14.5,0,0,0.0,Adéquat,167.5,167.5,209.0,209.0,0.0
SF01-PE-00LN-REACTI-0CA207-SURV-PI201,216443.0,360.0,Régulation/Instrumentation,Systématique,3,167.5,,observée,167.5,14.5,0,0,0.0,Adéquat,167.5,167.5,209.0,209.0,0.0
SF01-PE-00LN-REACTI-0CA207-SURV-PI2071,216163.0,360.0,Régulation/Instrumentation,Systématique,3,167.5,,observée,167.5,14.5,0,0,0.0,Adéquat,167.5,167.5,209.0,209.0,0.0
SF01-PE-00LN-REACTI-0CA207-SURV-PI2072,216164.0,360.0,Régulation/Instrumentation,Systématique,3,167.5,,observée,167.5,14.5,0,0,0.0,Adéquat,167.5,167.5,209.0,209.0,0.0
SF01-PE-00LN-REACTI-0CA207-SURV-PI2073,216165.0,360.0,Régulation/Instrumentation,Systématique,4,156.0,,observée,156.0,20.1,0,0,0.0,Adéquat,156.0,156.0,225.0,225.0,0.0
SF01-PE-00LN-REACTI-0CA207-SURV-PI2074,216166.0,360.0,Régulation/Instrumentation,Systématique,3,167.5,,observée,167.5,14.5,0,0,0.0,Adéquat,167.5,167.5,209.0,209.0,0.0
SF01-PE-00LN-REACTI-0CA207-SURV-PT201,216129.0,360.0,Régulation/Instrumentation,Systématique,7,91.0,,observée,91.0,33.2,0,0,0.0,Adéquat,91.0,91.0,385.0,385.0,0.0
SF01-PE-00LN-REACTI-0CA207-SURV-TI205,216054.0,360.0,Régulation/Instrumentation,Systématique,7,91.0,,observée,91.0,32.7,0,0,0.0,Adéquat,91.0,91.0,385.0,385.0,0.0
SF01-PE-00LN-REACTI-0CA207-SURV-TI207,216055.0,360.0,Régulation/Instrumentation,Systématique,4,176.0,,observée,176.0,41.0,0,0,0.0,Adéquat,176.0,176.0,199.0,199.0,0.0
SF01-PE-00LN-REACTI-0HA041,54748.0,360.0,Mécanique,Systématique,3,228.5,730.0,observée,228.5,104.5,52,2,1.0,Insuffisant,228.5,159.9,3710.0,2759.0,950.0
SF01-PE-00LN-REACTI-0HA041,54756.0,360.0,Mécanique,Systématique,13,38.5,730.0,observée,38.5,35.5,52,7,0.58,Insuffisant,38.5,26.9,13152.0,10044.0,3107.0
SF01-PE-00LN-REACTI-0HA041,54757.0,290.0,Mécanique,Inspection,4,120.0,730.0,observée,120.0,84.1,52,2,0.67,Insuffisant,120.0,84.0,4829.0,3658.0,1171.0
SF01-PE-00LN-REACTI-0HA041,54758.0,350.0,Mécanique,Graissage,111,7.0,730.0,observée,7.0,1.2,52,32,0.29,Insuffisant,7.0,4.9,38671.0,31198.0,7473.0
SF01-PE-00LN-REACTI-0HA041,55500.0,310.0,Mécanique,Inspection,3,183.5,730.0,observée,183.5,149.5,52,2,1.0,Insuffisant,183.5,128.4,4619.0,3436.0,1183.0
SF01-PE-00LN-REACTI-0HA041,55504.0,310.0,Mécanique,Inspection,4,152.0,730.0,observée,152.0,107.2,52,2,0.67,Insuffisant,152.0,106.4,3812.0,2888.0,925.0
SF01-PE-00LN-REACTI-0HA041,55507.0,360.0,Mécanique,Systématique,84,7.2,730.0,observée,7.2,1.9,52,33,0.4,Insuffisant,7.2,5.0,50011.0,39199.0,10812.0
SF01-PE-00LN-REACTI-0HA041,55508.0,290.0,Mécanique,Inspection,12,49.0,730.0,observée,49.0,17.3,52,10,0.91,Insuffisant,49.0,34.3,15806.0,11801.0,4005.0
SF01-PE-00LN-REACTI-0HA041,55509.0,360.0,Mécanique,Systématique,12,49.1,730.0,observée,49.1,23.0,52,10,0.91,Insuffisant,49.1,34.4,15774.0,11777.0,3997.0
SF01-PE-00LN-REACTI-0HA041-ARDS,216415.0,360.0,Régulation/Instrumentation,Systématique,14,29.5,90.0,observée,29.5,14.0,1,1,0.08,Adéquat,29.5,29.5,3392.0,3392.0,0.0
SF01-PE-00LN-REACTI-0HA041-ARDS,216422.0,360.0,Régulation/Instrumentation,Systématique,5,85.0,365.0,observée,85.0,31.8,1,1,0.25,Insuffisant,85.0,59.5,2802.0,2296.0,506.0
SF01-PE-00LN-REACTI-0HA041-SURV,216010.0,310.0,Régulation/Instrumentation,Inspection,49,7.5,,observée,7.5,7.3,1,1,0.02,Adéquat,7.5,7.5,6840.0,6840.0,0.0
SF01-PE-00LN-REACTI-0HA041-SURV,216012.0,360.0,Régulation/Instrumentation,Systématique,19,26.7,,observée,26.7,9.9,1,1,0.06,Adéquat,26.7,26.7,3139.0,3139.0,0.0
SF01-PE-00LN-REACTI-0HA041-SURV,216030.0,290.0,Régulation/Instrumentation,Inspection,49,7.1,30.0,observée,7.1,7.3,1,1,0.02,Adéquat,7.1,7.1,7225.0,7225.0,0.0
SF01-PE-00LN-SACPHO-0VT101-SURV-FI220,216070.0,360.0,Régulation/Instrumentation,Systématique,7,91.0,,observée,91.0,22.4,0,0,0.0,Adéquat,91.0,91.0,385.0,385.0,0.0
SF01-PE-00LN-SACPHO-0VT101-SURV-FT2910,216083.0,360.0,Régulation/Instrumentation,Systématique,7,91.0,,observée,91.0,33.6,0,0,0.0,Adéquat,91.0,91.0,385.0,385.0,0.0
SF01-PE-00LN-SACPHO-0VT101-SURV-FV1231,216185.0,360.0,Régulation/Instrumentation,Systématique,11,53.7,,observée,53.7,18.7,1,1,0.1,Adéquat,53.7,53.7,2166.0,2166.0,0.0
SF01-PE-00LN-SACPHO-0VT101-SURV-LIC225,216095.0,360.0,Régulation/Instrumentation,Systématique,19,26.7,,observée,26.7,10.2,0,0,0.0,Adéquat,26.7,26.7,1313.0,1313.0,0.0
SF01-PE-00LN-SACPHO-0VT101-SURV-LV225,216190.0,360.0,Régulation/Instrumentation,Systématique,11,53.7,,observée,53.7,19.3,2,1,0.1,Adéquat,53.7,53.7,2166.0,2166.0,0.0
SF01-PE-00LN-SACPHO-PC101C,200000002586.0,350.0,Mécanique,Graissage,69,7.1,730.0,observée,7.1,0.9,32,17,0.25,Insuffisant,7.1,5.0,33548.0,27489.0,6059.0
SF01-PE-00LN-SACPHO-PC101D,200000002587.0,350.0,Mécanique,Graissage,69,7.1,730.0,observée,7.1,0.9,18,9,0.13,Adéquat,7.1,7.1,19814.0,19814.0,0.0
SF01-PE-00LN-SACPHO-PC104D,200000002647.0,350.0,Mécanique,Graissage,69,7.0,730.0,observée,7.0,0.5,33,18,0.26,Insuffisant,7.0,4.9,35188.0,28710.0,6478.0
SF01-PE-00LN-SECHAG-0HB141,54957.0,360.0,Mécanique,Systématique,3,228.5,730.0,observée,228.5,104.5,113,2,1.0,Insuffisant,228.5,159.9,3710.0,2759.0,950.0
SF01-PE-00LN-SECHAG-0HB141,54962.0,360.0,Mécanique,Systématique,4,151.7,730.0,observée,151.7,106.3,113,3,1.0,Insuffisant,151.7,106.2,5588.0,4156.0,1431.0
SF01-PE-00LN-SECHAG-0HB141,54963.0,360.0,Mécanique,Systématique,3,228.5,730.0,observée,228.5,104.5,113,2,1.0,Insuffisant,228.5,159.9,3710.0,2759.0,950.0
SF01-PE-00LN-SECHAG-0HB141,54964.0,360.0,Mécanique,Systématique,3,181.5,730.0,observée,181.5,57.5,113,2,1.0,Insuffisant,181.5,127.0,4670.0,3474.0,1196.0
SF01-PE-00LN-SECHAG-0HB141,54965.0,360.0,Mécanique,Systématique,3,181.5,730.0,observée,181.5,57.5,113,2,1.0,Insuffisant,181.5,127.0,4670.0,3474.0,1196.0
SF01-PE-00LN-SECHAG-0HB141,54979.0,360.0,Mécanique,Systématique,3,181.5,730.0,observée,181.5,57.5,113,2,1.0,Insuffisant,181.5,127.0,4670.0,3474.0,1196.0
SF01-PE-00LN-SECHAG-0HB141,54986.0,360.0,Mécanique,Systématique,4,120.0,730.0,observée,120.0,89.3,113,2,0.67,Insuffisant,120.0,84.0,4829.0,3658.0,1171.0
SF01-PE-00LN-SECHAG-0HB141,54988.0,350.0,Mécanique,Graissage,362,2.1,730.0,observée,2.1,1.7,113,59,0.16,Insuffisant,2.1,1.5,78599.0,68063.0,10537.0
SF01-PE-00LN-SECHAG-0HB141,54989.0,350.0,Mécanique,Graissage,106,7.3,730.0,observée,7.3,4.3,113,43,0.41,Insuffisant,7.3,5.1,50439.0,39457.0,10982.0
SF01-PE-00LN-SECHAG-0HB141,54990.0,350.0,Mécanique,Graissage,50,15.3,730.0,observée,15.3,5.1,113,30,0.61,Insuffisant,15.3,10.7,34688.0,26413.0,8275.0
SF01-PE-00LN-SECHAG-0HB141,54991.0,350.0,Mécanique,Graissage,14,50.7,730.0,observée,50.7,18.0,113,10,0.77,Insuffisant,50.7,35.5,13032.0,9802.0,3230.0
SF01-PE-00LN-SECHAG-0HB141,54992.0,350.0,Mécanique,Graissage,14,53.3,730.0,observée,53.3,12.1,113,11,0.85,Insuffisant,53.3,37.3,13616.0,10195.0,3421.0
SF01-PE-00LN-SECHAG-0HB141,54993.0,350.0,Mécanique,Graissage,14,53.3,730.0,observée,53.3,12.1,113,11,0.85,Insuffisant,53.3,37.3,13616.0,10195.0,3421.0
SF01-PE-00LN-SECHAG-0HB141,54994.0,350.0,Mécanique,Graissage,361,2.1,730.0,observée,2.1,1.4,113,61,0.17,Insuffisant,2.1,1.5,82469.0,70827.0,11642.0
SF01-PE-00LN-SECHAG-0HB141,54995.0,310.0,Mécanique,Inspection,3,228.5,730.0,observée,228.5,104.5,113,2,1.0,Insuffisant,228.5,159.9,3710.0,2759.0,950.0
SF01-PE-00LN-SECHAG-0HB141,54996.0,350.0,Mécanique,Graissage,3,228.5,730.0,observée,228.5,104.5,113,2,1.0,Insuffisant,228.5,159.9,3710.0,2759.0,950.0
SF01-PE-00LN-SECHAG-0HB141-SURV-TI141,216053.0,360.0,Régulation/Instrumentation,Systématique,7,91.0,,observée,91.0,32.7,0,0,0.0,Adéquat,91.0,91.0,385.0,385.0,0.0
SF01-PE-00LN-SECHAG-0HC237,55247.0,310.0,Mécanique,Inspection,3,228.5,730.0,observée,228.5,104.5,19,1,0.5,Insuffisant,228.5,159.9,1931.0,1489.0,442.0
SF01-PE-00LN-SECHAG-0HC237,55249.0,290.0,Mécanique,Inspection,4,124.7,730.0,observée,124.7,88.1,19,2,0.67,Insuffisant,124.7,87.3,4647.0,3520.0,1127.0
SF01-PE-00LN-SECHAG-0HC237,55250.0,290.0,Mécanique,Inspection,3,274.5,730.0,observée,274.5,58.5,19,2,1.0,Insuffisant,274.5,192.1,3088.0,2297.0,791.0
SF01-PE-00LN-SECHAG-0HC237,55251.0,290.0,Mécanique,Inspection,4,120.0,730.0,observée,120.0,89.3,19,2,0.67,Insuffisant,120.0,84.0,4829.0,3658.0,1171.0
SF01-PE-00LN-SECHAG-0HC237,55252.0,310.0,Mécanique,Inspection,8,33.6,730.0,observée,33.6,10.9,19,4,0.57,Insuffisant,33.6,23.5,14828.0,11336.0,3492.0
SF01-PE-00LN-SECHAG-0HC237,55252.0,350.0,Mécanique,Graissage,14,36.5,730.0,observée,36.5,26.9,19,5,0.38,Insuffisant,36.5,25.5,9420.0,7414.0,2006.0
SF01-PE-00LN-SECHAG-0HC237,55253.0,350.0,Mécanique,Graissage,107,7.3,730.0,observée,7.3,3.7,19,13,0.12,Adéquat,7.3,7.3,18158.0,18158.0,0.0
SF01-PE-00LN-SECHAG-0HC237-SURV-EDV1305,216175.0,360.0,Régulation/Instrumentation,Systématique,19,26.7,,observée,26.7,10.1,0,0,0.0,Adéquat,26.7,26.7,1313.0,1313.0,0.0
SF01-PE-00LN-SECHAG-0HC237-SURV-FI1305,216091.0,360.0,Régulation/Instrumentation,Systématique,6,109.2,,observée,109.2,100.9,0,0,0.0,Adéquat,109.2,109.2,321.0,321.0,0.0
